171,23,25,27,32,27,26,24,17,34
19,214,20,28,25,29,26,26,27,20
24,19,196,19,27,35,30,29,32,20
20,30,19,233,29,26,38,33,31,18
26,21,22,20,228,31,19,22,33,37
18,13,32,20,21,233,23,34,27,29
15,27,23,22,36,35,211,28,34,32
25,29,30,27,24,29,22,214,34,36
23,29,18,21,26,28,29,22,238,10
26,28,22,25,35,15,30,15,37,235
